run_id,timestamp_utc,pdk_variant,ngspice_version,deck,corner,temp_c,supply_V,flavor,r_length_um,r_width_um,resistance_ohm,current_A,raw_ref
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,-15,1.0,nplus_u,50,2,1369.4109,7.302410e-04,results/raw/20260731T145914Z/res/res_res_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,-15,1.0,pplus_u,50,2,4556.1615,2.194830e-04,results/raw/20260731T145914Z/res/res_res_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,-15,1.0,npolyf_u,50,2,8476.9469,1.179670e-04,results/raw/20260731T145914Z/res/res_res_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,-15,1.0,nwell,50,2,29991.3925,3.334290e-05,results/raw/20260731T145914Z/res/res_res_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,10,1.0,ppolyf_u,50,2,9055.4283,1.104310e-04,results/raw/20260731T145914Z/res/res_res_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,10,1.0,ppolyf_u_1k,50,2,25845.1359,3.869200e-05,results/raw/20260731T145914Z/res/res_res_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,10,1.0,ppolyf_u_2k,50,2,52709.8114,1.897180e-05,results/raw/20260731T145914Z/res/res_res_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,10,1.0,ppolyf_u_3k,50,2,79047.0093,1.265070e-05,results/raw/20260731T145914Z/res/res_res_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,10,1.0,nplus_u,50,2,1417.0367,7.056980e-04,results/raw/20260731T145914Z/res/res_res_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,10,1.0,pplus_u,50,2,4710.7594,2.122800e-04,results/raw/20260731T145914Z/res/res_res_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,10,1.0,npolyf_u,50,2,8173.6074,1.223450e-04,results/raw/20260731T145914Z/res/res_res_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,10,1.0,nwell,50,2,31404.0762,3.184300e-05,results/raw/20260731T145914Z/res/res_res_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,27,1.0,ppolyf_u,50,2,9038.7310,1.106350e-04,results/raw/20260731T145914Z/res/res_res_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,27,1.0,ppolyf_u_1k,50,2,25413.4773,3.934920e-05,results/raw/20260731T145914Z/res/res_res_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,27,1.0,ppolyf_u_2k,50,2,51207.7344,1.952830e-05,results/raw/20260731T145914Z/res/res_res_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,27,1.0,ppolyf_u_3k,50,2,76794.8885,1.302170e-05,results/raw/20260731T145914Z/res/res_res_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,27,1.0,nplus_u,50,2,1450.1097,6.896030e-04,results/raw/20260731T145914Z/res/res_res_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,27,1.0,pplus_u,50,2,4819.1842,2.075040e-04,results/raw/20260731T145914Z/res/res_res_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,27,1.0,npolyf_u,50,2,7979.7633,1.253170e-04,results/raw/20260731T145914Z/res/res_res_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,27,1.0,nwell,50,2,32591.0186,3.068330e-05,results/raw/20260731T145914Z/res/res_res_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,60,1.0,ppolyf_u,50,2,9016.8073,1.109040e-04,results/raw/20260731T145914Z/res/res_res_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,60,1.0,ppolyf_u_1k,50,2,24686.7864,4.050750e-05,results/raw/20260731T145914Z/res/res_res_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,60,1.0,ppolyf_u_2k,50,2,48609.2883,2.057220e-05,results/raw/20260731T145914Z/res/res_res_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,60,1.0,ppolyf_u_3k,50,2,72899.0494,1.371760e-05,results/raw/20260731T145914Z/res/res_res_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,60,1.0,nplus_u,50,2,1515.8888,6.596790e-04,results/raw/20260731T145914Z/res/res_res_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,60,1.0,pplus_u,50,2,5037.0221,1.985300e-04,results/raw/20260731T145914Z/res/res_res_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,60,1.0,npolyf_u,50,2,7632.2478,1.310230e-04,results/raw/20260731T145914Z/res/res_res_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,60,1.0,nwell,50,2,35418.5409,2.823380e-05,results/raw/20260731T145914Z/res/res_res_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,90,1.0,ppolyf_u,50,2,9008.8467,1.110020e-04,results/raw/20260731T145914Z/res/res_res_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,90,1.0,ppolyf_u_1k,50,2,24153.4809,4.140190e-05,results/raw/20260731T145914Z/res/res_res_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,90,1.0,ppolyf_u_2k,50,2,46610.9200,2.145420e-05,results/raw/20260731T145914Z/res/res_res_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,90,1.0,ppolyf_u_3k,50,2,69902.6954,1.430560e-05,results/raw/20260731T145914Z/res/res_res_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,90,1.0,nplus_u,50,2,1577.5010,6.339140e-04,results/raw/20260731T145914Z/res/res_res_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,90,1.0,pplus_u,50,2,5243.2061,1.907230e-04,results/raw/20260731T145914Z/res/res_res_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,90,1.0,npolyf_u,50,2,7349.3206,1.360670e-04,results/raw/20260731T145914Z/res/res_res_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,90,1.0,nwell,50,2,38588.4350,2.591450e-05,results/raw/20260731T145914Z/res/res_res_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,125,1.0,ppolyf_u,50,2,9014.0439,1.109380e-04,results/raw/20260731T145914Z/res/res_res_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,125,1.0,ppolyf_u_1k,50,2,23684.5596,4.222160e-05,results/raw/20260731T145914Z/res/res_res_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,125,1.0,ppolyf_u_2k,50,2,44717.5194,2.236260e-05,results/raw/20260731T145914Z/res/res_res_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,125,1.0,ppolyf_u_3k,50,2,67064.1334,1.491110e-05,results/raw/20260731T145914Z/res/res_res_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,125,1.0,nplus_u,50,2,1651.5658,6.054860e-04,results/raw/20260731T145914Z/res/res_res_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,125,1.0,pplus_u,50,2,5492.9663,1.820510e-04,results/raw/20260731T145914Z/res/res_res_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,125,1.0,npolyf_u,50,2,7058.9066,1.416650e-04,results/raw/20260731T145914Z/res/res_res_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_typical,125,1.0,nwell,50,2,43008.1629,2.325140e-05,results/raw/20260731T145914Z/res/res_res_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-40,1.0,ppolyf_u,50,2,10937.3171,9.143010e-05,results/raw/20260731T145914Z/res/res_res_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-40,1.0,ppolyf_u_1k,50,2,32779.0398,3.050730e-05,results/raw/20260731T145914Z/res/res_res_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-40,1.0,ppolyf_u_2k,50,2,69319.2846,1.442600e-05,results/raw/20260731T145914Z/res/res_res_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-40,1.0,ppolyf_u_3k,50,2,108286.7520,9.234740e-06,results/raw/20260731T145914Z/res/res_res_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-40,1.0,nplus_u,50,2,1649.5362,6.062310e-04,results/raw/20260731T145914Z/res/res_res_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-40,1.0,pplus_u,50,2,5348.0512,1.869840e-04,results/raw/20260731T145914Z/res/res_res_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-40,1.0,npolyf_u,50,2,10497.4974,9.526080e-05,results/raw/20260731T145914Z/res/res_res_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-40,1.0,nwell,50,2,34710.6520,2.880960e-05,results/raw/20260731T145914Z/res/res_res_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-15,1.0,ppolyf_u,50,2,10890.8734,9.182000e-05,results/raw/20260731T145914Z/res/res_res_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-15,1.0,ppolyf_u_1k,50,2,31836.7919,3.141020e-05,results/raw/20260731T145914Z/res/res_res_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-15,1.0,ppolyf_u_2k,50,2,66137.5661,1.512000e-05,results/raw/20260731T145914Z/res/res_res_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-15,1.0,ppolyf_u_3k,50,2,103317.7392,9.678880e-06,results/raw/20260731T145914Z/res/res_res_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-15,1.0,nplus_u,50,2,1707.4957,5.856530e-04,results/raw/20260731T145914Z/res/res_res_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-15,1.0,pplus_u,50,2,5529.3831,1.808520e-04,results/raw/20260731T145914Z/res/res_res_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-15,1.0,npolyf_u,50,2,10109.4960,9.891690e-05,results/raw/20260731T145914Z/res/res_res_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,-15,1.0,nwell,50,2,35928.8322,2.783280e-05,results/raw/20260731T145914Z/res/res_res_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,10,1.0,ppolyf_u,50,2,10853.9332,9.213250e-05,results/raw/20260731T145914Z/res/res_res_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,10,1.0,ppolyf_u_1k,50,2,30994.5852,3.226370e-05,results/raw/20260731T145914Z/res/res_res_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,10,1.0,ppolyf_u_2k,50,2,63244.7064,1.581160e-05,results/raw/20260731T145914Z/res/res_res_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,10,1.0,ppolyf_u_3k,50,2,98799.5850,1.012150e-05,results/raw/20260731T145914Z/res/res_res_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,10,1.0,nplus_u,50,2,1766.9468,5.659480e-04,results/raw/20260731T145914Z/res/res_res_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,10,1.0,pplus_u,50,2,5717.7817,1.748930e-04,results/raw/20260731T145914Z/res/res_res_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,10,1.0,npolyf_u,50,2,9747.5387,1.025900e-04,results/raw/20260731T145914Z/res/res_res_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,10,1.0,nwell,50,2,37622.1308,2.658010e-05,results/raw/20260731T145914Z/res/res_res_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,27,1.0,ppolyf_u,50,2,10834.2244,9.230010e-05,results/raw/20260731T145914Z/res/res_res_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,27,1.0,ppolyf_u_1k,50,2,30479.1629,3.280930e-05,results/raw/20260731T145914Z/res/res_res_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,27,1.0,ppolyf_u_2k,50,2,61442.4223,1.627540e-05,results/raw/20260731T145914Z/res/res_res_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,27,1.0,ppolyf_u_3k,50,2,95984.9496,1.041830e-05,results/raw/20260731T145914Z/res/res_res_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,27,1.0,nplus_u,50,2,1808.2234,5.530290e-04,results/raw/20260731T145914Z/res/res_res_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,27,1.0,pplus_u,50,2,5849.8347,1.709450e-04,results/raw/20260731T145914Z/res/res_res_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,27,1.0,npolyf_u,50,2,9516.2871,1.050830e-04,results/raw/20260731T145914Z/res/res_res_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,27,1.0,nwell,50,2,39044.8078,2.561160e-05,results/raw/20260731T145914Z/res/res_res_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,60,1.0,ppolyf_u,50,2,10808.5089,9.251970e-05,results/raw/20260731T145914Z/res/res_res_ss_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,60,1.0,ppolyf_u_1k,50,2,29610.6788,3.377160e-05,results/raw/20260731T145914Z/res/res_res_ss_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,60,1.0,ppolyf_u_2k,50,2,58325.0220,1.714530e-05,results/raw/20260731T145914Z/res/res_res_ss_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,60,1.0,ppolyf_u_3k,50,2,91116.1731,1.097500e-05,results/raw/20260731T145914Z/res/res_res_ss_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,60,1.0,nplus_u,50,2,1890.3163,5.290120e-04,results/raw/20260731T145914Z/res/res_res_ss_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,60,1.0,pplus_u,50,2,6115.0111,1.635320e-04,results/raw/20260731T145914Z/res/res_res_ss_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,60,1.0,npolyf_u,50,2,9101.7484,1.098690e-04,results/raw/20260731T145914Z/res/res_res_ss_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,60,1.0,nwell,50,2,42433.4749,2.356630e-05,results/raw/20260731T145914Z/res/res_res_ss_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,90,1.0,ppolyf_u,50,2,10799.4859,9.259700e-05,results/raw/20260731T145914Z/res/res_res_ss_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,90,1.0,ppolyf_u_1k,50,2,28972.6585,3.451530e-05,results/raw/20260731T145914Z/res/res_res_ss_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,90,1.0,ppolyf_u_2k,50,2,55927.7860,1.788020e-05,results/raw/20260731T145914Z/res/res_res_ss_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,90,1.0,ppolyf_u_3k,50,2,87372.1091,1.144530e-05,results/raw/20260731T145914Z/res/res_res_ss_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,90,1.0,nplus_u,50,2,1967.1951,5.083380e-04,results/raw/20260731T145914Z/res/res_res_ss_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,90,1.0,pplus_u,50,2,6365.7371,1.570910e-04,results/raw/20260731T145914Z/res/res_res_ss_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,90,1.0,npolyf_u,50,2,8764.2419,1.141000e-04,results/raw/20260731T145914Z/res/res_res_ss_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,90,1.0,nwell,50,2,46232.0851,2.163000e-05,results/raw/20260731T145914Z/res/res_res_ss_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,125,1.0,ppolyf_u,50,2,10806.2196,9.253930e-05,results/raw/20260731T145914Z/res/res_res_ss_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,125,1.0,ppolyf_u_1k,50,2,28410.5437,3.519820e-05,results/raw/20260731T145914Z/res/res_res_ss_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,125,1.0,ppolyf_u_2k,50,2,53656.1286,1.863720e-05,results/raw/20260731T145914Z/res/res_res_ss_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,125,1.0,ppolyf_u_3k,50,2,83823.7020,1.192980e-05,results/raw/20260731T145914Z/res/res_res_ss_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,125,1.0,nplus_u,50,2,2059.6007,4.855310e-04,results/raw/20260731T145914Z/res/res_res_ss_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,125,1.0,pplus_u,50,2,6669.0231,1.499470e-04,results/raw/20260731T145914Z/res/res_res_ss_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,125,1.0,npolyf_u,50,2,8417.9336,1.187940e-04,results/raw/20260731T145914Z/res/res_res_ss_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ss,125,1.0,nwell,50,2,51528.3303,1.940680e-05,results/raw/20260731T145914Z/res/res_res_ss_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ff,-40,1.0,ppolyf_u,50,2,7314.1118,1.367220e-04,results/raw/20260731T145914Z/res/res_res_ff_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ff,-40,1.0,ppolyf_u_1k,50,2,21901.6790,4.565860e-05,results/raw/20260731T145914Z/res/res_res_ff_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ff,-40,1.0,ppolyf_u_2k,50,2,46227.3833,2.163220e-05,results/raw/20260731T145914Z/res/res_res_ff_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ff,-40,1.0,ppolyf_u_3k,50,2,64989.5042,1.538710e-05,results/raw/20260731T145914Z/res/res_res_ff_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ff,-40,1.0,nplus_u,50,2,996.4328,1.003580e-03,results/raw/20260731T145914Z/res/res_res_ff_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ff,-40,1.0,pplus_u,50,2,3466.7092,2.884580e-04,results/raw/20260731T145914Z/res/res_res_ff_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ff,-40,1.0,npolyf_u,50,2,7106.7649,1.407110e-04,results/raw/20260731T145914Z/res/res_res_ff_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,res_tc.spice,res_ff,-40,1.0,nwell,50,2,23239.7623,4.302970e-05,results/raw/20260731T145914Z/res/res_res_ff_-40.wrdata
