run_id,timestamp_utc,pdk_variant,ngspice_version,deck,corner,temp_c,supply_V,geometry,par_effective,bias_A,vbe_V,raw_ref
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,27,3.3,pnp_05p00x05p00,x1,1e-05,0.722676,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,27,3.3,pnp_10p00x00p42,x1,1e-05,0.757473,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,27,3.3,pnp_05p00x00p42,x1,1e-05,0.776226,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,27,3.3,pnp_10p00x10p00,x1,1e-06,0.629554,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,27,3.3,pnp_10p00x10p00,x1,0.0001,0.750230,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,27,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.689299,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,27,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.635335,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,27,3.3,pnp_10p00x10p00,ratio4_unit(x1),1e-05,0.689299,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,27,3.3,pnp_10p00x10p00,ratio4_par(x4),1e-05,0.653300,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,60,3.3,pnp_10p00x10p00,x1,1e-05,0.628738,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,60,3.3,pnp_05p00x05p00,x1,1e-05,0.665907,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,60,3.3,pnp_10p00x00p42,x1,1e-05,0.704951,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,60,3.3,pnp_05p00x00p42,x1,1e-05,0.725845,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,60,3.3,pnp_10p00x10p00,x1,1e-06,0.562425,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,60,3.3,pnp_10p00x10p00,x1,0.0001,0.696272,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,60,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.628738,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,60,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.568843,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,60,3.3,pnp_10p00x10p00,ratio4_unit(x1),1e-05,0.628738,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,60,3.3,pnp_10p00x10p00,ratio4_par(x4),1e-05,0.588784,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,90,3.3,pnp_10p00x10p00,x1,1e-05,0.572915,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,90,3.3,pnp_05p00x05p00,x1,1e-05,0.613537,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,90,3.3,pnp_10p00x00p42,x1,1e-05,0.656367,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,90,3.3,pnp_05p00x00p42,x1,1e-05,0.679237,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,90,3.3,pnp_10p00x10p00,x1,1e-06,0.500626,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,90,3.3,pnp_10p00x10p00,x1,0.0001,0.646504,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,90,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.572915,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,90,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.507622,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,90,3.3,pnp_10p00x10p00,ratio4_unit(x1),1e-05,0.572915,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,90,3.3,pnp_10p00x10p00,ratio4_par(x4),1e-05,0.529360,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,125,3.3,pnp_10p00x10p00,x1,1e-05,0.506955,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,125,3.3,pnp_05p00x05p00,x1,1e-05,0.551619,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,125,3.3,pnp_10p00x00p42,x1,1e-05,0.598819,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,125,3.3,pnp_05p00x00p42,x1,1e-05,0.624055,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,125,3.3,pnp_10p00x10p00,x1,1e-06,0.427682,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,125,3.3,pnp_10p00x10p00,x1,0.0001,0.587701,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,125,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.506955,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,125,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.435354,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,125,3.3,pnp_10p00x10p00,ratio4_unit(x1),1e-05,0.506955,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,125,3.3,pnp_10p00x10p00,ratio4_par(x4),1e-05,0.459191,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-40,3.3,pnp_10p00x10p00,x1,1e-05,0.815588,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-40,3.3,pnp_05p00x05p00,x1,1e-05,0.841211,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-40,3.3,pnp_10p00x00p42,x1,1e-05,0.866630,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-40,3.3,pnp_05p00x00p42,x1,1e-05,0.881081,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-40,3.3,pnp_10p00x10p00,x1,1e-06,0.769117,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-40,3.3,pnp_10p00x10p00,x1,0.0001,0.863648,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-40,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.815588,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-40,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.773609,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-40,3.3,pnp_10p00x10p00,ratio4_unit(x1),1e-05,0.815588,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-40,3.3,pnp_10p00x10p00,ratio4_par(x4),1e-05,0.787570,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-15,3.3,pnp_10p00x10p00,x1,1e-05,0.772317,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-15,3.3,pnp_05p00x05p00,x1,1e-05,0.800829,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-15,3.3,pnp_10p00x00p42,x1,1e-05,0.829907,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-15,3.3,pnp_05p00x00p42,x1,1e-05,0.845942,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-15,3.3,pnp_10p00x10p00,x1,1e-06,0.720884,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-15,3.3,pnp_10p00x10p00,x1,0.0001,0.825278,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-15,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.772317,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-15,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.725857,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-15,3.3,pnp_10p00x10p00,ratio4_unit(x1),1e-05,0.772317,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,-15,3.3,pnp_10p00x10p00,ratio4_par(x4),1e-05,0.741314,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,10,3.3,pnp_10p00x10p00,x1,1e-05,0.728382,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,10,3.3,pnp_05p00x05p00,x1,1e-05,0.759774,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,10,3.3,pnp_10p00x00p42,x1,1e-05,0.792308,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,10,3.3,pnp_05p00x00p42,x1,1e-05,0.809936,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,10,3.3,pnp_10p00x10p00,x1,1e-06,0.671983,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,10,3.3,pnp_10p00x10p00,x1,0.0001,0.786270,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,10,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.728382,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,10,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.677438,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,10,3.3,pnp_10p00x10p00,ratio4_unit(x1),1e-05,0.728382,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,10,3.3,pnp_10p00x10p00,ratio4_par(x4),1e-05,0.694390,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,27,3.3,pnp_10p00x10p00,x1,1e-05,0.698160,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,27,3.3,pnp_05p00x05p00,x1,1e-05,0.731509,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,27,3.3,pnp_10p00x00p42,x1,1e-05,0.766320,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,27,3.3,pnp_05p00x00p42,x1,1e-05,0.785036,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,27,3.3,pnp_10p00x10p00,x1,1e-06,0.638383,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,27,3.3,pnp_10p00x10p00,x1,0.0001,0.759413,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,27,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.698160,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_ss,27,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.644165,results/raw/20260731T145914Z/pnp/pnp_bjt_ss_27.wrdata
